threshold,true_positives,false_positives,false_negatives,true_negatives,precision,recall,test_pr_auc,cv_pr_auc_mean,cv_pr_auc_std,net_business_value
0.45,362,267,15,1756,0.575517,0.960212,0.8689,0.8507,,14955
